name,latitude,longitude
242,-23.4279129,-46.4014981
243,-23.4313248,-46.4315292
244,-23.449295,-46.3996349
245,-23.4505324,-46.5280129
246,-23.4257333,-46.5335379
247,-23.4468317,-46.4024175
248,-23.4434726,-46.5017927
249,-23.4035849,-46.4412294
250,-23.4343563,-46.543917
251,-23.4138715,-46.4933006
252,-23.4501678,-46.4275152
253,-23.4185485,-46.4976706
254,-23.4597314,-46.5418
255,-23.4229218,-46.4281242
256,-23.4427265,-46.5080337
257,-23.4640889,-46.5226752
258,-23.4266992,-46.5536601
259,-23.4481234,-46.542323
260,-23.4267752,-46.5542991
261,-23.4427875,-46.5191988
262,-23.4229253,-46.5324359
263,-23.4229788,-46.4281612
264,-23.4427894,-46.5327219
265,-23.4630629,-46.4014121
266,-23.4543124,-46.5484091
267,-23.4113123,-46.4191007
268,-23.4290104,-46.5169878
269,-23.4045038,-46.4303822
270,-23.4011022,-46.5371179
271,-23.4616248,-46.4326113
272,-23.4452945,-46.5224239
273,-23.4033076,-46.4752835
274,-23.4647883,-46.5570702
275,-23.4274629,-46.4022521
276,-23.4032217,-46.4517663
277,-23.4014319,-46.393635
278,-23.4257358,-46.4304932
279,-23.4002575,-46.4941956
280,-23.4419799,-46.4023471
281,-23.4477806,-46.4992047
282,-23.4328982,-46.5548701
283,-23.4432293,-46.5499631
284,-23.4024062,-46.5371419
285,-23.4620484,-46.5505031
286,-23.4500448,-46.4365423
287,-23.4721274,-46.5570282
288,-23.4412045,-46.5090627
289,-23.4510163,-46.5485621
290,-23.4050935,-46.4837775
291,-23.4945225,-46.5501082
292,-23.4236138,-46.4204712
293,-23.4591843,-46.5545841
294,-23.4435399,-46.4044161
295,-23.4929735,-46.5464671
296,-23.4416034,-46.5313079
297,-23.3952247,-46.4380653
298,-23.4736285,-46.534447
299,-23.4434755,-46.5178198
300,-23.4620463,-46.5586743
301,-23.3989168,-46.4255382
302,-23.4853954,-46.5532692
303,-23.3838729,-46.4000761
304,-23.4129505,-46.4990096
305,-23.4213823,-46.5282029
306,-23.479944,-46.393949
307,-23.4099035,-46.4958916
308,-23.4246925,-46.4971506
309,-23.4564789,-46.4009641
310,-23.4695074,-46.539283
311,-23.4518709,-46.4219832
312,-23.4296394,-46.5261849
313,-23.4566727,-46.5620443
314,-23.4625018,-46.4321833
315,-23.4356024,-46.5225978
316,-23.4588055,-46.5147488
317,-23.4535124,-46.5283079
318,-23.4039488,-46.4572365
319,-23.402976,-46.440469
320,-23.4305108,-46.4331553
321,-23.433438,-46.4239331
322,-23.4529143,-46.5515411
323,-23.4259862,-46.550757
324,-23.4071467,-46.4492703
325,-23.4323623,-46.5516122
326,-23.480599,-46.390465
327,-23.4581395,-46.5171858
328,-23.4239565,-46.5307389
329,-23.4525057,-46.4734815
330,-23.4300118,-46.4400423
331,-23.4061696,-46.4711895
332,-23.4389813,-46.5522301
333,-23.4422878,-46.4238922
334,-23.4546959,-46.4158112
335,-23.4352564,-46.5180098
336,-23.4641367,-46.4705965
337,-23.4629889,-46.4243682
338,-23.4240867,-46.4952758
339,-23.475106,-46.391679
340,-23.4642829,-46.4161572
341,-23.4437747,-46.4634144
342,-23.4466563,-46.5499491
343,-23.4555473,-46.5555321
344,-23.4155965,-46.4916666
345,-23.4469455,-46.5234749
346,-23.4646818,-46.4390983
347,-23.3925987,-46.4347802
348,-23.4632624,-46.5519721
349,-23.456626,-46.39876
350,-23.4121548,-46.4162371
351,-23.4086559,-46.4074171
352,-23.4012107,-46.4518083
353,-23.4309498,-46.4329053
354,-23.4627373,-46.5663944
355,-23.4679454,-46.54078
356,-23.4569175,-46.5224149
357,-23.4478407,-46.4674625
358,-23.4495387,-46.4652265
359,-23.4628267,-46.4750525
360,-23.412774,-46.3747219
361,-23.4701728,-46.5293241
362,-23.4010289,-46.395423
363,-23.4402025,-46.538619
364,-23.4469096,-46.4989287
365,-23.4770884,-46.5530052
366,-23.4765605,-46.5422191
367,-23.4451147,-46.5657964
368,-23.4453627,-46.5658924
369,-23.4540198,-46.4380803
370,-23.4238315,-46.5015237
371,-23.4407282,-46.5598482
372,-23.4242983,-46.5302479
373,-23.4106148,-46.4194032
374,-23.4259143,-46.543279
375,-23.4484998,-46.4353803
376,-23.4395703,-46.546787
377,-23.4281459,-46.4002681
378,-23.4861024,-46.5542952
379,-23.4517767,-46.4631984
380,-23.4379369,-46.4130901
381,-23.4322204,-46.5269449
382,-23.4589339,-46.4281072
383,-23.3798596,-46.4488913
384,-23.4540305,-46.5272929
385,-23.4527692,-46.4252116
386,-23.4285562,-46.5592881
387,-23.5000525,-46.5527742
388,-23.4230407,-46.4388413
389,-23.4544094,-46.5453221
390,-23.4508368,-46.4408193
391,-23.4525465,-46.5123338
392,-23.4102826,-46.4556205
393,-23.4008739,-46.398448
394,-23.4445339,-46.4207282
395,-23.4207342,-46.4979422
396,-23.4169237,-46.4382363
397,-23.4428504,-46.5333049
398,-23.4556315,-46.5285169
399,-23.4230495,-46.4928091
400,-23.4375924,-46.5275929
401,-23.4354935,-46.4602681
402,-23.4634184,-46.537961
403,-23.4547619,-46.4198322
404,-23.441449,-46.3902266
405,-23.4381349,-46.4085491
406,-23.4037368,-46.4196532
407,-23.4541019,-46.4580465
408,-23.4055582,-46.5380129
409,-23.4309495,-46.4993346
410,-23.4306644,-46.5242738
411,-23.4075056,-46.4649234
412,-23.4194718,-46.4345693
413,-23.4542344,-46.537423
414,-23.4285845,-46.5036077
415,-23.4550495,-46.5089518
416,-23.4478404,-46.54401
417,-23.4079366,-46.4743055
418,-23.4121438,-46.4173482
419,-23.4491944,-46.3985518
420,-23.4552919,-46.4151832
421,-23.4521567,-46.5548483
422,-23.4059318,-46.4176862
423,-23.3766546,-46.4456243
424,-23.4469954,-46.5322839
425,-23.4719154,-46.5523612
426,-23.4064069,-46.4029301
427,-23.4290448,-46.4320782
428,-23.4354994,-46.5329869
429,-23.3938077,-46.4417543
430,-23.4735568,-46.4404963
431,-23.4222545,-46.5499995
432,-23.4329914,-46.5171258
433,-23.412284,-46.3764349
434,-23.4078426,-46.4665094
435,-23.4049577,-46.4508383
436,-23.4494698,-46.4411363
437,-23.4608486,-46.5241028
438,-23.4803265,-46.537192
439,-23.4603598,-46.4328913
440,-23.4139016,-46.4605544
441,-23.4045695,-46.4770515
442,-23.4368998,-46.4257842
443,-23.4608798,-46.4329173
444,-23.4114207,-46.4514573
445,-23.4166758,-46.4328082
446,-23.4223958,-46.4211692
447,-23.4277139,-46.4026821
448,-23.4563995,-46.5219629
449,-23.4361079,-46.5129901
450,-23.4522469,-46.4152212
451,-23.4407583,-46.5525971
452,-23.4388203,-46.5576751
453,-23.4694275,-46.5264579
454,-23.4510466,-46.5047587
455,-23.4119687,-46.4489713
456,-23.4439317,-46.4657085
457,-23.4344964,-46.5204478
458,-23.4506823,-46.5479281
459,-23.4355122,-46.5601981
460,-23.4059066,-46.4696224
461,-23.4525967,-46.5547303
462,-23.4319734,-46.5210538
463,-23.4498485,-46.5213578
464,-23.4622546,-46.5088568
465,-23.4535603,-46.5554111
466,-23.4143577,-46.4536674
467,-23.4298415,-46.5090887
468,-23.4732618,-46.4409923
469,-23.4434438,-46.4316042
470,-23.4091766,-46.4757395
471,-23.4250103,-46.496898
472,-23.4041488,-46.4773716
473,-23.4243112,-46.550864
474,-23.4381585,-46.5105367
475,-23.4412017,-46.4609524
476,-23.4020173,-46.5139523
477,-23.4050738,-46.4666395
478,-23.4547463,-46.5685284
479,-23.4300918,-46.4325452
480,-23.4499163,-46.5651902
481,-23.4604094,-46.5528031
482,-23.5029335,-46.5586133
483,-23.4496816,-46.5036287
484,-23.4039894,-46.5116067
485,-23.4836274,-46.5495112
486,-23.4428787,-46.4668835
487,-23.4501908,-46.4494444
488,-23.4600829,-46.4176782
489,-23.4435109,-46.4188532
490,-23.4114457,-46.4515843
491,-23.4471599,-46.4128931
492,-23.4104181,-46.4073381
493,-23.4016088,-46.4688233
494,-23.4227762,-46.5578471
495,-23.4353098,-46.4367093
496,-23.3900813,-46.4337645
497,-23.4672819,-46.4100491
498,-23.4716019,-46.3966508
499,-23.4132547,-46.4554955
500,-23.425656230042893,-46.38384252648856
501,-23.471175104698585,-46.51829198999485
